Day of the week ,Duty name,Start time,End time,Teacher name,Teacher ID
Tuesday,Duty-Atrium & Lift lobby @11:15,11:05,11:25,Tim Walls,97359
Wednesday,Duty-Atrium & Lift lobby @11:15,11:05,11:25,Winston Aldred,41292
Thursday,Duty-Atrium & Lift lobby @11:15,11:05,11:25,Precious Valentine,63145
Friday,Duty-Atrium & Lift lobby @11:15,11:05,11:25,Mercedes Hoover,41293
Monday,Duty-Drama Foyer/PE Change Rooms Sweep,11:05,11:25,Arnas Hester,26301
Tuesday,Duty-Drama Foyer/PE Change Rooms Sweep,11:05,11:25,Glenn Henry,41298
Wednesday,Duty-Drama Foyer/PE Change Rooms Sweep,11:05,11:25,Carson Mclellan,36992
Thursday,Duty-Drama Foyer/PE Change Rooms Sweep,11:05,11:25,Kamran Long,69196
Friday,Duty-Drama Foyer/PE Change Rooms Sweep,11:05,11:25,Haydon Delaney,80581
Monday,Duty-Cricket/Garden/Reception Sweep,11:05,11:25,Lynsey Underwood,99435
Tuesday,Duty-Cricket/Garden/Reception Sweep,11:05,11:25,Sierra Mcgrath,42519
Wednesday,Duty-Cricket/Garden/Reception Sweep,11:05,11:25,Justin Burrows,53739
Thursday,Duty-Cricket/Garden/Reception Sweep,11:05,11:25,Yousaf Griffith,37855
Friday,Duty-Cricket/Garden/Reception Sweep,11:05,11:25,Tolga Rosas,41289
Monday,Duty-L1 Lockers & Lift lobby,11:05,11:25,Nikodem Luna,34670
Tuesday,Duty-L1 Lockers & Lift lobby,11:05,11:25,Sabina Mcclain,80567
Wednesday,Duty-L1 Lockers & Lift lobby,11:05,11:25,Elle-May Skinner,58245
Thursday,Duty-L1 Lockers & Lift lobby,11:05,11:25,Tara Contreras,58708
Friday,Duty-L1 Lockers & Lift lobby,11:05,11:25,Irfan Finney,71095
Monday,Duty-Library,11:05,11:25,Pharrell Meyers,90291
Tuesday,Duty-Library,11:05,11:25,Lyra Beil,73856
Wednesday,Duty-Library,11:05,11:25,Cinar Robins,21117
Thursday,Duty-Library,11:05,11:25,Salahuddin Mcgill,83636
Friday,Duty-Library,11:05,11:25,Tomas Barnes,36626
Monday,Duty-Level 7 - 11 Sweep,11:05,11:25,Issa Lu,62096
Tuesday,Duty-Level 7 - 11 Sweep,11:05,11:25,Herman Farrow,37072
Wednesday,Duty-Level 7 - 11 Sweep,11:05,11:25,Norma Hansen,21882
Thursday,Duty-Level 7 - 11 Sweep,11:05,11:25,Johnny Ray,92575
Friday,Duty-Level 7 - 11 Sweep,11:05,11:25,Caoimhe Davie,76445
Monday,Duty-Canteen queues,13:25,13:55,Sabina Mcclain,80567
Tuesday,Duty-Canteen queues,13:25,13:55,Lyra Beil,73856
Wednesday,Duty-Canteen queues,13:25,13:55,Herman Farrow,37072
Thursday,Duty-Canteen queues,13:25,13:55,Sierra Mcgrath,42519
Friday,Duty-Canteen queues,13:25,13:55,Sabina Mcclain,80567
Monday,Duty-Canteen tables,13:25,13:55,Archibald Munoz,82021
Tuesday,Duty-Canteen tables,13:25,13:55,Roma Vaughn,21506
Wednesday,Duty-Canteen tables,13:25,13:55,Mercedes Hoover,41293
Thursday,Duty-Canteen tables,13:25,13:55,Caoimhe Davie,76445
Friday,Duty-Canteen tables,13:25,13:55,Archibald Munoz,82021
Monday,Duty-Courts,13:25,13:55,Sophie Wormald,66262
Tuesday,Duty-Courts,13:25,13:55,Laura Koch,78287
Wednesday,Duty-Courts,13:25,13:55,Irfan Finney,71095
Thursday,Duty-Courts,13:25,13:55,Timur Andrade,73545
Friday,Duty-Courts,13:25,13:55,Salman Bond,82794
Monday,Duty-Temp Check/Small Field,13:25,13:55,Herman Farrow,37072
Tuesday,Duty-Temp Check/Small Field,13:25,13:55,Nichola Cornish,80582
Wednesday,Duty-Temp Check/Small Field,13:25,13:55,Caoimhe Davie,76445
Thursday,Duty-Temp Check/Small Field,13:25,13:55,Belle Stark,76698
Friday,Duty-Temp Check/Small Field,13:25,13:55,Aayat Martins,76688
Monday,Duty-Drama Foyer/PE Change Rooms Sweep,13:25,13:55,Salman Bond,82794
Tuesday,Duty-Drama Foyer/PE Change Rooms Sweep,13:25,13:55,Kajus Dixon,69235
Wednesday,Duty-Drama Foyer/PE Change Rooms Sweep,13:25,13:55,Timur Andrade,73545
Thursday,Duty-Drama Foyer/PE Change Rooms Sweep,13:25,13:55,Arabella Cervantes,78289
Friday,Duty-Drama Foyer/PE Change Rooms Sweep,13:25,13:55,Kacper Clark,76254
Monday,Duty-Cricket/Garden/Reception Sweep,13:25,13:55,Mercedes Hoover,41293
Tuesday,Duty-Cricket/Garden/Reception Sweep,13:25,13:55,Huzaifah Velazquez,80612
Wednesday,Duty-Cricket/Garden/Reception Sweep,13:25,13:55,Belle Stark,76698
Thursday,Duty-Cricket/Garden/Reception Sweep,13:25,13:55,Mirza Becker,46314
Friday,Duty-Cricket/Garden/Reception Sweep,13:25,13:55,Tomas Barnes,36626
Monday,Duty-Library,13:25,13:55,Aayat Martins,76688
Tuesday,Duty-Library,13:25,13:55,Eamonn Ryan,70340
Wednesday,Duty-Library,13:25,13:55,Laura Koch,78287
Thursday,Duty-Library,13:25,13:55,Sabah Pierce,51637
Friday,Duty-Library,13:25,13:55,Sumaya Noel,21842
Monday,Duty-Level 7 - 11 Sweep,13:25,13:55,Kacper Clark,76254
Tuesday,Duty-Level 7 - 11 Sweep,13:25,13:55,Mayson Lugo,63565
Wednesday,Duty-Level 7 - 11 Sweep,13:25,13:55,Lukas Coulson,70315
Thursday,Duty-Level 7 - 11 Sweep,13:25,13:55,Luciano Redman,80590
Friday,Duty-Level 7 - 11 Sweep,13:25,13:55,Kylan Weber,69219
Monday,Duty-Canteen tables,13:55,14:25,Archibald Munoz,82021
Tuesday,Duty-Canteen tables,13:55,14:25,Laura Koch,78287
Wednesday,Duty-Canteen tables,13:55,14:25,Irfan Finney,71095
Thursday,Duty-Canteen tables,13:55,14:25,Belle Stark,76698
Friday,Duty-Canteen tables,13:55,14:25,Sumaya Noel,21842
Monday,Duty-Canteen tables,13:55,14:25,Salman Bond,82794
Tuesday,Duty-Canteen tables,13:55,14:25,Kajus Dixon,69235
Wednesday,Duty-Canteen tables,13:55,14:25,Harold Dominguez,21017
Thursday,Duty-Canteen tables,13:55,14:25,Arabella Cervantes,78289
Friday,Duty-Canteen tables,13:55,14:25,Huma Montgomery,50345
Monday,Duty-Courts,13:55,14:25,Aayat Martins,76688
Tuesday,Duty-Courts,13:55,14:25,Huzaifah Velazquez,80612
Wednesday,Duty-Courts,13:55,14:25,Kajus Dixon,69235
Thursday,Duty-Courts,13:55,14:25,Luciano Redman,80590
Friday,Duty-Courts,13:55,14:25,Jax Hoffman,32706
Monday,Duty-Small Field/Atrium  & Lift lobby @2:15,13:55,14:25,Kacper Clark,76254
Tuesday,Duty-Small Field/Atrium  & Lift lobby @2:15,13:55,14:25,Eamonn Ryan,70340
Wednesday,Duty-Small Field/Atrium  & Lift lobby @2:15,13:55,14:25,Nikodem Richardson,78307
Thursday,Duty-Small Field/Atrium  & Lift lobby @2:15,13:55,14:25,Sonny Gilbert,77537
Friday,Duty-Small Field/Atrium  & Lift lobby @2:15,13:55,14:25,Carina Cochran,76446
Monday,Duty-Drama Foyer/PE Change Rooms Sweep,13:55,14:25,Tomas Barnes,36626
Tuesday,Duty-Drama Foyer/PE Change Rooms Sweep,13:55,14:25,Mayson Lugo,63565
Wednesday,Duty-Drama Foyer/PE Change Rooms Sweep,13:55,14:25,Greyson Schofield,46377
Thursday,Duty-Drama Foyer/PE Change Rooms Sweep,13:55,14:25,Nikodem Richardson,78307
Friday,Duty-Drama Foyer/PE Change Rooms Sweep,13:55,14:25,Nikodem Richardson,78307
Monday,Duty-Cricket/Garden/Reception Sweep,13:55,14:25,Ahsan Roy,69218
Tuesday,Duty-Cricket/Garden/Reception Sweep,13:55,14:25,Raiden Nash,37395
Wednesday,Duty-Cricket/Garden/Reception Sweep,13:55,14:25,Arley Coles,78294
Thursday,Duty-Cricket/Garden/Reception Sweep,13:55,14:25,Greyson Schofield,46377
Friday,Duty-Cricket/Garden/Reception Sweep,13:55,14:25,Israr Greer,71546
Monday,Duty-L1 Lockers & Lift lobby @2:10,13:55,14:25,Kylan Weber,69219
Tuesday,Duty-L1 Lockers & Lift lobby @2:10,13:55,14:25,Rosemary Peck,78617
Wednesday,Duty-L1 Lockers & Lift lobby @2:10,13:55,14:25,Eamonn Ryan,70340
Thursday,Duty-L1 Lockers & Lift lobby @2:10,13:55,14:25,Arley Coles,78294
Friday,Duty-L1 Lockers & Lift lobby @2:10,13:55,14:25,Fearne Morin,82795
Monday,Duty-Library,13:55,14:25,Arabella Cervantes,78289
Tuesday,Duty-Library,13:55,14:25,Lorena Torres,62163
Wednesday,Duty-Library,13:55,14:25,Mayson Lugo,63565
Thursday,Duty-Library,13:55,14:25,Macauly Watkins,20996
Friday,Duty-Library,13:55,14:25,Kuba West,80833
Monday,Duty-Level 7 - 11 Sweep,13:55,14:25,Harold Dominguez,21017
Tuesday,Duty-Level 7 - 11 Sweep,13:55,14:25,Ellie-Mai Schneider,64010
Wednesday,Duty-Level 7 - 11 Sweep,13:55,14:25,Kamila Figueroa,78286
Thursday,Duty-Level 7 - 11 Sweep,13:55,14:25,Raiden Nash,37395
Friday,Duty-Level 7 - 11 Sweep,13:55,14:25,Chandler Mccabe,68397
Wednesday,Duty-B1 Bus Park @3.30 / Canteen Sweep @3:45-4.00,15:30,17:00,Harold Dominguez,21017
Friday,Duty-B1 Bus Park @3.30 / Canteen Sweep @3:45-4.00,15:30,17:00,Carina Cochran,76446
Monday,Duty-Reception 3.30 - 4.00,15:30,17:00,Dylon Melton,73546
Friday,Duty-Reception 3.30 - 4.00,15:30,17:00,Huzaifah Velazquez,80612
Monday,Duty-Shuttle Bus. 3.30 - 4.00,15:30,17:00,Ahsan Roy,69218
Friday,Duty-Shuttle Bus. 3.30 - 4.00,15:30,17:00,Luciano Redman,80590
Tuesday,Duty-B1 Bus Park  5.00 - 5.15,15:30,17:00,Rafi Goodman,70641
Thursday,Duty-B1 Bus Park  5.00 - 5.15,15:30,17:00,Haydon Delaney,80581
Tuesday,Duty-B2 Car Park  5.00 - 5.15,15:30,17:00,Jax Hoffman,32706
Thursday,Duty-B2 Car Park  5.00 - 5.15,15:30,17:00,Sumaya Noel,21842
Friday,Duty-B2 Car Park  5.00 - 5.15,15:30,17:00,Israr Greer,71546
